# cousinsR
# energy
# Cousins
5601.4874 0.001686276
5610.9749 0.0033033994
5620.4623 0.0051469425
5629.9497 0.0077515977
5639.4372 0.011888786
5648.9246 0.018752424
5658.4121 0.030318007
5667.8995 0.049718832
5677.3869 0.08288399
5686.8744 0.13651259
5696.3618 0.2100152
5705.8492 0.29449691
5715.3367 0.38122133
5724.8241 0.46523676
5734.3116 0.54385473
5743.799 0.61717569
5753.2864 0.68724464
5762.7739 0.75315652
5772.2613 0.80762962
5781.7487 0.84198312
5791.2362 0.85567308
5800.7236 0.85683359
5810.2111 0.85369499
5819.6985 0.84989656
5829.1859 0.8462721
5838.6734 0.84292956
5848.1608 0.83980891
5857.6482 0.83706523
5867.1357 0.83548377
5876.6231 0.83601343
5886.1106 0.8386512
5895.598 0.84243369
5905.0854 0.84651312
5914.5729 0.85060712
5924.0603 0.85463666
5933.5477 0.85820205
5943.0352 0.86028931
5952.5226 0.85997866
5962.0101 0.85753265
5971.4975 0.85404842
5980.9849 0.85026122
5990.4724 0.84628561
5999.9598 0.84208728
6009.4472 0.83781095
6018.9347 0.83412466
6028.4221 0.83245605
6037.9095 0.83400171
6047.397 0.8383447
6056.8844 0.84399897
6066.3719 0.84995712
6075.8593 0.85599602
6085.3467 0.86214869
6094.8342 0.86841314
6104.3216 0.87471743
6113.809 0.88074662
6123.2965 0.88551698
6132.7839 0.88769881
6142.2714 0.88700767
6151.7588 0.88456793
6161.2462 0.88159308
6170.7337 0.87856737
6180.2211 0.87557555
6189.7085 0.87263544
6199.196 0.86974392
6208.6834 0.86698544
6218.1709 0.86478476
6227.6583 0.86381929
6237.1457 0.86432565
6246.6332 0.86579466
6256.1206 0.86758624
6265.608 0.86942125
6275.0955 0.87125217
6284.5829 0.87304219
6294.0704 0.87470039
6303.5578 0.87614386
6313.0452 0.87739545
6322.5327 0.87855449
6332.0201 0.879696
6341.5075 0.88086911
6350.995 0.88215463
6360.4824 0.88363161
6369.9698 0.88528713
6379.4573 0.88703292
6388.9447 0.88880059
6398.4322 0.89056581
6407.9196 0.89223512
6417.407 0.89339164
6426.8945 0.89332048
6436.3819 0.89169001
6445.8693 0.88897186
6455.3568 0.88586006
6464.8442 0.88269101
6474.3317 0.87955059
6483.8191 0.87652775
6493.3065 0.87372747
6502.794 0.8711563
6512.2814 0.868716
6521.7688 0.86637875
6531.2563 0.86445943
6540.7437 0.86363577
6550.2312 0.86432737
6559.7186 0.86617184
6569.206 0.86847922
6578.6935 0.87086881
6588.1809 0.87326992
6597.6683 0.87571964
6607.1558 0.87829238
6616.6432 0.88102911
6626.1307 0.8838861
6635.6181 0.88678936
6645.1055 0.88969594
6654.593 0.8924964
6664.0804 0.89471797
6673.5678 0.89553612
6683.0553 0.89455195
6692.5427 0.89229434
6702.0302 0.88956091
6711.5176 0.88664765
6721.005 0.88325918
6730.4925 0.87888155
6739.9799 0.87338853
6749.4673 0.86720518
6758.9548 0.86079938
6768.4422 0.85432301
6777.9296 0.84771539
6787.4171 0.84091844
6796.9045 0.8340882
6806.392 0.82775266
6815.8794 0.82256212
6825.3668 0.81865118
6834.8543 0.81556581
6844.3417 0.81314257
6853.8291 0.81210439
6863.3166 0.81325339
6872.804 0.81633182
6882.2915 0.82035794
6891.7789 0.82481968
6901.2663 0.82998283
6910.7538 0.83619676
6920.2412 0.84329209
6929.7286 0.85078353
6939.2161 0.85835898
6948.7035 0.8659615
6958.191 0.8736162
6967.6784 0.88112196
6977.1658 0.887775
6986.6533 0.89285721
6996.1407 0.89646789
7005.6281 0.89917876
7015.1156 0.90092857
7024.603 0.90106341
7034.0905 0.89945675
7043.5779 0.89679549
7053.0653 0.89366797
7062.5528 0.89001351
7072.0402 0.88557852
7081.5276 0.8804665
7091.0151 0.87503847
7100.5025 0.8695464
7109.9899 0.86409245
7119.4774 0.85877743
7128.9648 0.85369203
7138.4523 0.84882057
7147.9397 0.84413704
7157.4271 0.83984907
7166.9146 0.83632465
7176.402 0.83364375
7185.8894 0.83148316
7195.3769 0.82958338
7204.8643 0.82812033
7214.3518 0.82746863
7223.8392 0.82767072
7233.3266 0.82836433
7242.8141 0.82918494
7252.3015 0.82966784
7261.7889 0.82818409
7271.2764 0.82183996
7280.7638 0.80914689
7290.2513 0.79169954
7299.7387 0.77009322
7309.2261 0.73845005
7318.7136 0.68777588
7328.201 0.61562868
7337.6884 0.52680505
7347.1759 0.42694759
7356.6633 0.32340944
7366.1508 0.22839333
7375.6382 0.1526403
7385.1256 0.097994793
7394.6131 0.060814257
7404.1005 0.037466605
7413.5879 0.023941303
7423.0754 0.016264349
7432.5628 0.011923448
7442.0503 0.0091995073
7451.5377 0.0069240111
7461.0251 0.0046931728
7470.5126 0.0024626364
